,brand,category,cost,year,debt_ratio,profit,fairness,growth,stability
2578,빙빙빙(BING,아이스크림/빙수,9305.0,11,-335,2,3,1,1
2579,거송갈비찜,한식,14508.0,4,540,4,3,5,5
2580,할매닭발,기타 외식,1700.0,6,4,2,3,1,2
2581,jay,기타 외식,11750.0,7,0,3,3,1,2
2582,카페도츠,커피,12495.0,11,-478,1,3,2,1
2583,스시민,일식,30305.0,5,549,2,3,3,5
2584,불난떡볶이,분식,3543.0,9,2,4,3,2,2
2585,카츠3.3,일식,6855.0,7,-333,1,3,1,1
2586,오구족발,한식,5920.0,10,899,2,3,3,5
2587,몬나니떡볶이,분식,5997.0,11,554,4,3,1,5
2588,라헬의부엌,기타 외식,12765.0,3,50,5,3,0,2
2589,한라담,한식,37080.0,8,1472,1,3,2,5
2590,74떡뽀끼,분식,4435.0,7,98,5,3,0,3
2591,삐사감김밥,분식,8580.0,16,33,4,3,4,2
2592,하램,기타 외식,5435.0,8,29,5,3,5,2
2593,모찌이야기,기타 외식,9008.0,9,293,5,3,0,4
2594,고미후쿠데판,기타 외식,6880.0,7,776,4,3,4,5
2595,육회백,기타 외식,4950.0,4,8045,5,3,5,5
2596,해물솥밥모랑,한식,14445.0,6,-370,1,3,0,1
2597,토다이(TODAI),기타 외식,349150.0,15,262,2,3,3,4
2598,흥남부두,분식,12400.0,9,4637,4,3,1,5
2599,보고싶다,한식,1300.0,9,87,5,3,4,3
2600,청담동이춘자살롱,주점,7997.0,11,4,3,3,2,2
2601,꼬챙이,기타 외식,1080.0,18,-164,5,3,4,1
2602,카츠3.3,일식,6855.0,7,-333,1,3,1,1
2603,보고싶다,한식,1300.0,9,87,5,3,4,3
2604,레이지모닝,제과제빵,23730.0,7,142,2,3,5,4
2605,쟁반집8292,한식,,3,90,4,3,0,3
2606,하누소,한식,63373.0,16,80,4,3,3,3
2607,살아있네아구,한식,10202.0,6,-331,2,3,4,1
2608,빙빙빙(BING,아이스크림/빙수,9305.0,11,-335,2,3,1,1
2609,오천사치킨,치킨,6410.0,23,65,3,3,2,3
2610,매란방,중식,21180.0,10,119,3,3,2,3
2611,불난떡볶이,분식,3543.0,9,2,4,3,2,2
2612,삐사감김밥,분식,8580.0,16,33,4,3,4,2
2613,몬나니떡볶이,분식,5997.0,11,554,4,3,1,5
2614,오구족발,한식,5920.0,10,899,2,3,3,5
2615,본정,제과제빵,15280.0,22,1082,3,3,3,5
2616,비어웍스,주점,6250.0,8,40,5,3,2,2
2617,쓰리몽키즈,주점,7472.0,5,-2820,3,3,4,1
2618,흥남부두,분식,12400.0,9,4637,4,3,1,5
2619,호갱양꼬치,기타 외식,6590.0,13,72,1,3,2,3
2620,CAFE빵선생,제과제빵,30316.0,6,1171,3,3,5,5
2621,맹구분식,분식,4875.0,8,2,1,3,0,2
2622,한고집복국,한식,9740.0,6,66,5,3,5,3
2623,스노우폭스,기타 외식,12740.0,9,-161,1,3,2,1
2624,기사식당,한식,8714.0,7,112,4,3,0,3
2625,모찌이야기,기타 외식,9008.0,9,293,5,3,0,4
2626,페르케노,아이스크림/빙수,7160.0,4,217,1,3,3,4
2627,참토우,한식,10240.0,12,15,4,3,2,2
2628,반반한되야지,한식,4039.0,8,443,3,3,5,5
2629,세련대게,기타 외식,12050.0,3,194,4,3,0,4
2630,크라제멕스,패스트푸드,38510.0,23,328,1,3,1,5
2631,연탄꽃삼겹,한식,10115.0,11,22,2,3,2,2
2632,여러분식,분식,8649.0,8,-161,1,3,1,1
2633,츄로원오원,제과제빵,11010.0,9,145,2,3,1,4
2634,파리비엔남,기타 외식,7600.0,10,899,2,3,3,5
2635,맘마미야,기타 외식,4545.0,14,277,3,3,4,4
2636,기대치,한식,12820.0,10,12,1,3,1,2
2637,비마이프렌드,커피,6580.0,15,35,5,3,5,2
2638,미쿡식당,서양식,12996.0,9,170,3,3,2,4
2639,자연식빵,제과제빵,7942.0,6,41,5,3,0,2
2640,샘물맥주,주점,6610.0,3,-12876,2,3,0,1
2641,바로그집,분식,7350.0,10,194,2,3,1,4
2642,갓츄러스?(got,제과제빵,6955.0,9,443,3,3,3,5
2643,주스탐,음료 (커피 외),7260.0,12,-142,1,3,1,1
2644,떡미당,한식,9930.0,7,500,3,3,4,5
2645,그릴킹,기타 외식,4439.0,9,-48999,1,3,2,1
2646,품차,음료 (커피 외),13425.0,9,397,1,3,0,5
2647,서울전통육개장,한식,7989.0,8,-751,2,3,1,1
2648,커피기업,커피,9209.0,4,39,5,3,0,2
2649,데일리커피,커피,6064.0,4,-783,1,3,0,1
2650,아임홈,커피,12720.0,5,956,2,3,4,5
2651,치킨버스,치킨,8660.0,22,29,2,3,1,2
2652,LADIFE(라디페),커피,4621.0,10,79,2,3,5,3
2653,뿔레치킨(Poulet,치킨,11995.0,9,23,2,3,1,2
2654,미쿡식당,서양식,12996.0,9,170,3,3,2,4
2655,양연화로,기타 외식,13920.0,7,106,5,3,5,3
2656,정씨함박,서양식,7370.0,3,1236,1,3,0,5
2657,여러분식,분식,8649.0,8,-161,1,3,1,1
2658,얼쑤대박터지는집,한식,12930.0,13,-177,1,3,0,1
2659,88옛날통닭,기타 외식,5800.0,4,-1155,1,3,5,1
2660,어머나생고기,한식,13060.0,9,166,3,3,3,4
2661,1.1.,커피,3290.0,8,813,2,3,5,5
2662,연경호킹아구해물찜,한식,7690.0,22,10,5,3,3,2
2663,바비후,치킨,10940.0,7,-10,1,3,0,1
2664,임대표,분식,7545.0,8,264,3,3,4,4
2665,구구무한삼겹,한식,14360.0,14,3,3,3,1,2
2666,미가람팔팔닭떡볶이,분식,13780.0,6,-505,3,3,3,1
2667,빙스퐁,아이스크림/빙수,16920.0,9,-302,1,3,0,1
2668,쭈꾸미밥상,기타 외식,14360.0,7,-356,1,3,5,1
2669,반반한되야지,한식,4039.0,8,443,3,3,5,5
2670,써니네집(ssunine,서양식,19090.0,10,29,5,3,2,2
2671,한동길전통감자탕,한식,10615.0,17,9,5,3,2,2
2672,그집돼지,기타 외식,10680.0,6,-695,2,3,1,1
2673,크라제멕스,패스트푸드,38510.0,23,328,1,3,1,5
2674,화덕피자,피자,6440.0,27,4472,2,3,1,5
2675,고고즉석떡볶이,분식,5040.0,10,98,5,3,4,3
2676,롤링라이스,서양식,8567.0,8,-519,1,3,0,1
2677,설앤빈,기타 외식,17880.0,9,268,1,3,0,4
2678,꼬지마루,주점,7553.0,14,-136,2,3,1,1
2679,애솔촌돼지,한식,4502.0,19,40,5,3,2,2
2680,까스맨,서양식,5503.0,7,-297,2,3,5,1
2681,북경짜장,중식,14585.0,6,1204,3,3,5,5
2682,서울전통육개장,한식,7989.0,8,-751,2,3,1,1
2683,세븐스테이크,서양식,9245.0,8,255,3,3,4,4
2684,명인통닭,치킨,6635.0,9,26,4,2,0,2
2685,고려통닭,치킨,2710.0,15,1277,2,3,3,5
2686,OPPA,커피,6880.0,6,379,5,3,5,5
2687,윤남이할머니,한식,5250.0,6,100,1,3,1,3
2688,"찬수씨,싼술을부탁해",주점,7305.0,8,329,4,3,1,5
2689,1's,일식,9165.0,5,1013,3,3,4,5
2690,아쿠아락(樂),주점,11190.0,12,799,1,3,1,5
2691,칠백집,한식,9660.0,9,247,2,3,0,4
2692,곰스,기타 외식,7054.0,7,-301,1,3,1,1
2693,셰프의,한식,6591.0,12,-268,2,3,1,1
2694,소야돈,한식,10015.0,9,4306,1,3,2,5
2695,상,기타 외식,6040.0,8,-107,1,3,1,1
2696,고구맘,제과제빵,7020.0,11,354,3,3,1,5
2697,최용찬의불노리,기타 외식,3675.0,3,2258,3,3,0,5
2698,시방은새우시대,기타 외식,7285.0,8,167,3,3,0,4
2699,선기우리땅갈비,한식,5900.0,11,5,5,3,4,2
2700,페이브(fave),음료 (커피 외),14180.0,5,-245,1,3,4,1
2701,카카오츄로(cacaochurro),제과제빵,2750.0,9,5,1,3,4,2
2702,돈까스잔치,한식,27890.0,14,361,2,3,3,5
2703,바로그집,분식,7350.0,10,194,2,3,1,4
2704,돈푸대,한식,4479.0,14,-128,5,3,3,1
2705,에이치비씨,한식,7909.0,12,28,5,3,2,2
2706,소미미,제과제빵,19043.0,12,627,3,3,2,5
2707,치맥킹,치킨,16120.0,7,113,4,3,4,3
2708,쫑구,중식,14250.0,7,2415,2,3,4,5
2709,토들치킨,치킨,7625.0,13,4,5,3,4,2
2710,컵독스커피,커피,8175.0,12,-104,5,3,1,1
2711,엔젤리쉬,제과제빵,4900.0,8,-142,1,3,0,1
2712,노랑강정,기타 외식,4378.0,9,174,3,3,4,4
2713,아이커버거&치킨,치킨,2575.0,7,23,5,3,4,2
2714,설화참숯닭갈비,기타 외식,8915.0,7,11,5,3,3,2
2715,지배온삼겹,한식,3830.0,6,722,5,3,3,5
2716,스시다이닝준,일식,18230.0,7,-813,2,3,1,1
2717,오식야주,기타 외식,5445.0,6,-135,1,3,2,1
2718,꼽창꼽창,한식,9373.0,7,61,3,3,1,3
2719,강정이기가막혀,기타 외식,3026.0,16,328,2,3,2,4
2720,달닭,치킨,3586.0,20,262,3,3,3,4
2721,백철판0410,한식,10532.0,29,78,4,3,4,3
2722,피자1989,피자,6570.0,3,-207,1,3,0,1
2723,백미옛날갈비,한식,12270.0,5,153,4,3,5,4
2724,반반한명태가,한식,12014.0,6,88,3,3,5,3
2725,차돌육미,한식,9650.0,6,134,4,3,2,4
2726,한패,한식,9520.0,17,109,2,3,1,3
2727,마치마치,음료 (커피 외),13351.0,5,-212,1,3,2,1
2728,더서민구이(The서민구이),한식,12990.0,7,-342,1,3,1,1
2729,식빵공장,제과제빵,6600.0,6,1821,2,3,0,5
2730,서울깍두기,한식,13520.0,7,216,1,3,3,4
2731,서래마을,한식,9250.0,11,1443,2,3,1,5
2732,보스턴,기타 외국식,8295.0,4,-263,1,3,0,1
2733,코키펍(COCKY-PUB),주점,14750.0,8,3794,2,3,1,5
2734,다코기,치킨,8132.0,8,99,5,3,2,3
2735,밀크밥버거,분식,3630.0,17,1292,2,3,3,5
2736,최프로의요리킹,한식,3850.0,17,1292,2,3,3,5
2737,올리볼렌더카페,커피,23045.0,9,-304,1,3,0,1
2738,미즈컨테이너,서양식,17230.0,8,12,2,3,2,2
2739,전현주식당,한식,8836.0,3,141,4,3,0,4
2740,송옥,한식,13980.0,7,169,1,3,0,4
2741,막이오름,주점,11249.0,29,78,4,3,4,3
2742,맥베이커리,제과제빵,6493.0,15,168,5,3,3,4
2743,육개장터,한식,5450.0,6,-176,1,3,1,1
2744,막돼먹은막창,한식,4710.0,16,5,5,3,0,2
2745,그릴킹,기타 외식,4439.0,9,-48999,1,3,2,1
2746,철든놈익스프레스(철든놈EXP),한식,3563.0,6,979,1,3,3,5
2747,교수곱창,기타 외식,7097.0,7,15,5,3,1,2
2748,팔팔호프,주점,10880.0,3,31,1,3,0,2
2749,도꼬돈카츠,일식,9375.0,9,-183,1,3,2,1
2750,행님아,기타 외식,6547.0,13,99,1,3,1,3
2751,오마이치킨,치킨,3555.0,15,-159,3,3,1,1
2752,참토우,한식,10240.0,12,15,4,3,2,2
2753,프렌치메이드(French,제과제빵,9088.0,8,844,3,3,0,5
2754,청담동,주점,4180.0,11,-345,1,3,4,1
2755,한옥집김치찜,한식,16400.0,8,10429,1,3,5,5
2756,백참,한식,7021.0,6,180,5,3,5,4
2757,배달의떡볶이,분식,3510.0,5,355,3,3,4,5
2758,부비부비,주점,9924.0,11,-152,1,3,3,1
2759,포차왕안춘배,주점,6765.0,10,30,2,3,2,2
2760,육회먹은연어,한식,5470.0,8,-383,1,3,1,1
2761,생생낙지,한식,13478.0,18,32,4,3,3,2
2762,뮌헨아이스펍,주점,8970.0,13,309,3,3,5,4
2763,비어포차,주점,5755.0,8,-325,1,3,4,1
2764,생맥주가맛있데이,주점,18265.0,9,701,3,3,5,5
2765,돈페,기타 외식,33725.0,10,149,4,3,5,4
2766,돼지대첩,한식,11575.0,15,34,4,3,3,2
2767,블레스유커피,커피,11245.0,11,323,1,3,1,5
2768,팔각도,한식,10343.0,4,48,5,3,5,2
2769,띵크커피,커피,28400.0,12,-622,2,3,1,1
2770,솥뚜껑바베큐통닭,치킨,5095.0,5,56,4,3,3,3
2771,코푸플레이트,서양식,49390.0,12,-3564,1,3,4,1
2772,하나샤브샤브,일식,16965.0,7,137,3,3,3,3
2773,주스탐,음료 (커피 외),7260.0,12,-142,1,3,1,1
2774,세븐몽키스,커피,18900.0,11,-168,1,3,4,1
2775,매드포커피(MAD,커피,8640.0,7,133,4,3,4,4
2776,우리둥지,분식,4820.0,7,399,3,3,3,5
2777,주시브로스,음료 (커피 외),18930.0,7,150,3,3,0,4
2778,두껍다회선생,일식,10815.0,8,73,5,3,2,3
2779,와촌식당,한식,11107.0,7,1473,2,3,2,5
2780,쭈꾸미본색,한식,7520.0,3,53,5,3,0,3
2781,꾸꾸치킨,치킨,7510.0,23,65,3,3,2,3
2782,나따오비까,기타 외식,11521.0,51,152,2,3,3,4
2783,샘물맥주,주점,6610.0,3,-12876,2,3,0,1
2784,로드스테이크,기타 외식,6525.0,9,26,2,3,2,2
2785,파머스티,한식,5410.0,10,30,5,3,5,2
2786,이태원천상,일식,23910.0,14,361,2,3,3,5
2787,애플틴,서양식,22280.0,17,275,2,3,3,4
2788,소메랑,기타 외식,5470.0,10,-353,1,3,4,1
2789,화사랑화로구이,한식,16395.0,12,447,2,3,4,5
2790,갱상도부산어묵,한식,4910.0,8,485,3,3,0,5
2791,제프리,커피,23545.0,9,-632,1,3,5,1
2792,김진호호떡,분식,5260.0,10,207,4,3,3,4
2793,그릭데이,기타 외식,6250.0,3,91,3,3,0,3
2794,이스팀(ESTEEM),커피,18100.0,9,169,3,3,3,4
2795,용문해장국,한식,8770.0,11,-194,2,3,2,1
2796,해도리포차,주점,5417.0,13,11,5,3,5,2
2797,채선당도시락&샐러드,기타 외식,7878.0,18,56,2,3,2,3
2798,피자엠,피자,5635.0,7,-125,1,3,0,1
2799,9라파,한식,5827.0,4,0,1,3,0,2
2800,두판닭갈비,한식,14575.0,3,588,2,3,0,5
2801,김재성의,한식,13678.0,10,32,5,3,4,2
2802,퓨처월드,주점,10495.0,22,-109,5,3,2,1
2803,비마이프렌드,커피,6580.0,15,35,5,3,5,2
2804,룸비,주점,22720.0,3,37,5,3,0,2
2805,오말짜비어,주점,4620.0,9,-63,2,3,1,1
2806,미미당,분식,8195.0,4,-199,1,3,5,1
2807,제주몬트락,한식,15630.0,8,198,3,3,1,4
2808,한제소곱창전골,한식,4925.0,4,930,5,3,4,5
2809,어자반(AZABAN),한식,5408.0,8,-395,1,3,0,1
2810,의령,한식,12460.0,14,66,5,3,2,3
2811,퍼틴(phothin),기타 외국식,8875.0,5,-5253,2,3,5,1
2812,자연식빵,제과제빵,7942.0,6,41,5,3,0,2
2813,펄스맥,기타 외식,14900.0,7,491,2,3,4,5
2814,그린하노이,기타 외국식,28970.0,11,172,4,3,3,4
2815,떡슐랭,분식,5335.0,4,-5368,2,3,5,1
2816,기대치,한식,12820.0,10,12,1,3,1,2
2817,크레이지후라이,주점,11150.0,9,1740,1,3,5,5
2818,해안식당,한식,15130.0,8,158,4,3,3,4
2819,남자마늘보쌈,한식,19585.0,10,273,3,3,3,4
2820,밀본,한식,9850.0,3,-296,1,3,0,1
2821,투윙닭강정,치킨,3100.0,26,267,3,3,2,4
2822,미스터톡톡(Mr,패스트푸드,5110.0,11,85,2,3,1,3
2823,대독장,한식,9595.0,5,132,1,3,3,3
2824,하와이코나사자커피,커피,7240.0,14,271,2,3,4,4
2825,민들레김밥,분식,5260.0,7,-121,1,3,0,1
2826,조선에서왔소,한식,7928.0,7,2,3,3,2,2
2827,고가뫼고쌈냉면,기타 외식,9405.0,9,1321,4,3,3,5
2828,츄로원오원,제과제빵,11010.0,9,145,2,3,1,4
2829,가내수공업,기타 외식,14840.0,11,4,5,3,4,2
2830,몽짬뽕,중식,9250.0,8,32,2,3,1,2
2831,족제소,한식,8577.0,4,-176,1,3,5,1
2832,연탄꽃삼겹,한식,10115.0,11,22,2,3,2,2
2833,데일리커피,커피,6064.0,4,-783,1,3,0,1
2834,다채움,한식,38840.0,12,230,3,3,2,4
2835,마포선장,한식,15955.0,3,802,2,3,0,5
2836,너티차일드,기타 외식,69090.0,11,90,1,3,1,3
2837,뽀쪼,아이스크림/빙수,10305.0,41,337,2,3,2,5
2838,따신국밥,한식,5395.0,3,-1416,1,3,0,1
2839,오페뜨,제과제빵,19183.0,15,-139,5,3,2,1
2840,갓츄러스?(got,제과제빵,6955.0,9,443,3,3,3,5
2841,오리엔탈스푼,기타 외국식,16390.0,13,-906,3,3,1,1
2842,명장복집&24시명장복국,한식,20350.0,11,2,5,3,2,2
2843,애마오리,한식,19402.0,17,-118,1,3,1,1
2844,아인방,서양식,43900.0,9,317,3,3,2,5
2845,바오밥,한식,8890.0,11,-291,1,3,4,1
2846,이승학돈까스,분식,10750.0,17,1897,1,3,1,5
2847,곱창폭식,기타 외식,9115.0,7,292,4,3,5,4
2848,정든밤,서양식,8580.0,4,22,3,3,3,2
2849,파리비엔남,기타 외식,7600.0,10,899,2,3,3,5
2850,치피떡,분식,3276.0,6,-132,1,3,5,1
2851,1LiTER,커피,6251.0,11,347,2,3,2,5
2852,카페온화,커피,24320.0,4,-511,1,3,5,1
2853,레드찜,한식,3126.0,12,27,5,3,5,2
2854,멘동,일식,12015.0,15,214,3,3,1,4
2855,커피기업,커피,9209.0,4,39,5,3,0,2
2856,이바돔강촌닭갈비,한식,10870.0,23,252,2,3,2,4
2857,방구족발,한식,7020.0,5,19,5,3,3,2
2858,빨간마초닭발,기타 외식,6130.0,6,10,5,3,4,2
2859,무라,일식,6910.0,8,40,5,3,1,2
2860,본비빔밥,기타 외식,7846.0,19,68,4,3,3,3
2861,박손녀의콩각시동태,한식,7285.0,8,41,3,3,1,2
2862,어부의,한식,14465.0,4,899,2,3,5,5
2863,일오닭갈비,한식,8030.0,7,-505,3,3,3,1
2864,술취한통골뱅이,기타 외식,5335.0,9,-177,1,3,1,1
2865,빙그루,아이스크림/빙수,13260.0,9,976,2,3,0,5
2866,육회이야기,주점,10608.0,3,-6233,2,3,0,1
2867,류아저씨의화동생갈비,한식,9430.0,9,-74863,2,3,2,1
2868,후루룩즉석,분식,4885.0,7,2,5,3,2,2
2869,지구상사,주점,18900.0,4,1137,3,3,4,5
2870,뉴욕샌드위치,기타 외식,5740.0,20,38,3,3,2,2
2871,여자커피,커피,4039.0,11,-169,1,3,1,1
2872,국시쿡시,한식,5722.0,11,1,3,3,1,2
2873,눈꽃찜닭,기타 외식,19172.0,8,21,4,3,1,2
2874,헤일리스커피,커피,7500.0,6,22,5,3,3,2
2875,고기한입,한식,10516.0,9,85,4,3,5,3
2876,케이커리루킹래징(cakery루킹래징),제과제빵,9300.0,23,-147,2,3,5,1
2877,드럼통통바베큐,치킨,9055.0,9,48,3,3,0,2
2878,돈카춘,일식,7570.0,3,3,5,3,0,2
2879,바비큐BOX,기타 외식,3525.0,4,68,5,3,3,3
2880,달인갈매기,기타 외식,6580.0,11,-152,1,3,3,1
2881,삼통령,기타 외식,9845.0,12,10,5,3,3,2
2882,더시카고짬뽕(THE,중식,14090.0,4,-362,1,3,5,1
2883,묘리,한식,7216.0,11,-753,4,3,4,1
2884,갱스터,치킨,1300.0,9,305,3,3,5,4
2885,반반스프링스,커피,8420.0,12,0,2,3,3,1
2886,평화김해뒷고기,한식,9076.0,3,51,4,3,0,2
2887,일월육일,일식,7932.0,6,-180,5,3,5,1
2888,수돈재,한식,7750.0,10,250,3,3,3,4
2889,초대창,기타 외식,18155.0,3,739,4,3,0,5
2890,이땔리면옥,서양식,4171.0,7,-674,1,3,4,1
2891,카츄마마,기타 외국식,22709.0,8,176,3,3,4,4
2892,씨밀락,분식,5898.0,20,227,5,3,4,4
2893,돈페,분식,33725.0,10,148,4,3,5,4
2894,전라도이야기,한식,,3,7,1,3,0,2
2895,아이스빌,아이스크림/빙수,13810.0,8,-230,1,3,1,1
2896,육족장,기타 외식,13980.0,6,250,1,3,4,4
2897,리맨즈,기타 외식,26600.0,16,168,2,3,4,4
2898,벨로치노,커피,8750.0,22,-364,1,3,1,1
2899,사이드쇼,분식,14789.0,7,283,4,3,4,4
2900,돌마리,기타 외식,9806.0,13,-2476,5,3,2,1
2901,고수고로케,제과제빵,6435.0,9,150,2,3,1,4
2902,엉클박스,분식,7195.0,7,29,5,3,4,2
2903,쎌빠,한식,12575.0,13,8,1,3,1,2
2904,달뜬포차,주점,6483.0,7,283,4,3,0,4
2905,빨간병아리,한식,4680.0,11,37,5,3,4,2
2906,꽃게와사랑에빠지다,기타 외식,8750.0,9,476,3,3,0,5
2907,차이나스토리,중식,17150.0,12,-159,1,3,1,1
2908,문어일번지,기타 외식,11958.0,12,464,3,3,2,5
2909,월홍갈비,한식,11835.0,8,150,2,3,3,4
2910,가인채,한식,35750.0,10,-4005,2,3,1,1
2911,버거비(Burger,패스트푸드,18120.0,9,-6733,3,3,5,1
2912,새벽달,중식,16190.0,5,-2030,1,3,5,1
2913,박대박부대찌개,한식,11230.0,13,10,5,3,2,2
2914,남바완돈카츠,일식,3410.0,4,-149,1,3,3,1
2915,호호닭발,치킨,8460.0,10,79,3,3,3,3
2916,치폴라로쏘,서양식,24672.0,24,187,4,3,4,4
2917,깐풍기브라더스,중식,9273.0,11,-161,1,3,1,1
2918,착한전복,한식,35150.0,11,271,3,3,2,4
2919,에뽕버거,패스트푸드,9500.0,27,212,3,3,3,4
2920,목동버거,패스트푸드,7900.0,13,239,3,3,4,4
2921,청정돼지,한식,7326.0,6,87,4,3,4,3
2922,돈호야,분식,8120.0,21,51,5,3,2,3
2923,뒷고기회관,한식,8340.0,3,-741,2,3,0,1
2924,소운빙,기타 외식,8230.0,9,0,3,3,1,1
2925,스시어왕,일식,14679.0,7,-105,1,3,0,1
2926,멘무샤조이,일식,7675.0,20,112,3,3,1,3
2927,카페다빈치,커피,27100.0,21,96,2,3,1,3
2928,줄벼락,한식,9694.0,4,750,3,3,5,5
2929,유바기쭈꾸미판,한식,4900.0,17,23,4,3,1,2
2930,명사순대,한식,9455.0,8,-137,1,3,1,1
2931,짬뽕장군,중식,11440.0,6,-266,1,3,2,1
2932,진아구,한식,10034.0,10,18,5,3,3,2
2933,후쿠오카함바그익스프레스,일식,14995.0,8,-589,5,3,1,1
2934,맛있게듬뿍,분식,7107.0,6,-234,1,3,3,1
2935,팔꾸이팔당닭발,한식,7394.0,10,14,5,3,5,2
2936,돼지33,한식,5390.0,5,-205,1,3,2,1
2937,올리버브라운카페,커피,14140.0,9,-330,2,3,2,1
2938,사재감참숯왕소금구이,한식,14930.0,7,17,5,3,2,2
2939,고메돈까스,서양식,11220.0,5,158,4,3,5,4
2940,손오공마라탕,중식,8780.0,5,-680,1,3,3,1
2941,퍼스트도마(1st도마),기타 외식,19728.0,11,93,2,3,2,3
2942,고기굽는집배반장,기타 외식,13689.0,11,111,3,3,1,3
2943,치본,치킨,4020.0,5,-176,1,3,0,1
2944,조가홍닭,치킨,9570.0,19,230,5,3,5,4
2945,크레페드림,커피,9550.0,7,31,5,3,5,2
2946,스시벅스,일식,13150.0,9,146,4,3,4,4
2947,원조,한식,12965.0,29,24,4,3,2,2
2948,마인츠돔,제과제빵,19454.0,10,-211,1,3,5,1
2949,몬스터포,기타 외식,2112.0,5,-210,5,3,5,1
2950,치킨구락부,치킨,7315.0,17,471,2,3,2,5
2951,피니치니,치킨,4235.0,11,84,3,3,3,3
2952,영자,한식,11190.0,6,1484,3,3,0,5
2953,신이내린닭,치킨,9350.0,3,492,4,3,0,5
2954,꼬꼬리그,치킨,5875.0,11,6,5,3,1,2
2955,밥리버거,서양식,7139.0,9,-150,1,3,0,1
2956,대가야삼계탕,한식,11064.0,16,196,3,3,3,4
2957,배불뚝집,한식,9740.0,15,6,1,3,0,2
2958,빨간병아리,한식,4680.0,4,87,5,3,5,3
2959,삼덕통닭,치킨,9907.0,4,157,3,3,5,4
2960,채우다,커피,7980.0,3,-247,1,3,0,1
2961,숨비소리,기타 외식,24134.0,9,53,4,3,2,3
2962,곰미커피,커피,4785.0,7,1,1,3,2,1
2963,KUNGFU,음료 (커피 외),9650.0,4,-8341,2,3,0,1
2964,오륙도,한식,8275.0,6,46,5,3,5,2
2965,진배족발,기타 외식,3850.0,8,583,5,3,3,5
2966,블루빈스,커피,6365.0,3,7,2,3,0,2
2967,편의점포차핫셰프,주점,11740.0,6,-426,1,3,1,1
2968,벤또랑,일식,7185.0,13,-403,2,3,1,1
2969,홍초불닭발&막창,한식,4029.0,14,65,5,3,4,3
2970,더도이종가집돼지국밥,한식,31900.0,8,15,4,3,5,2
2971,핫앤비어,주점,5698.0,12,272,2,3,1,4
2972,동방불패,중식,9111.0,7,-319,1,3,1,1
2973,게이트나인,기타 외국식,18975.0,8,-242,1,3,2,1
2974,구이앤캠프,기타 외식,11200.0,10,-239,1,3,1,1
2975,도리명가,한식,12215.0,9,83,5,3,2,3
2976,최용석의,한식,12930.0,9,465,3,3,4,5
2977,빚짜(BEEZZA),피자,8000.0,7,-674,1,3,4,1
2978,월남국수,기타 외국식,5172.0,4,-220,1,3,4,1
2979,천하대창군,한식,7830.0,3,2765,2,3,0,5
2980,반가운포앤타임,기타 외국식,8200.0,9,108,4,3,3,3
2981,창대한곱창,한식,3355.0,33,647,1,3,2,5
2982,바겟버거(BAGUETTE,패스트푸드,7413.0,4,14,1,3,5,2
2983,통큰손쭈꾸미마을,한식,13645.0,8,344,5,3,3,5
2984,우시야,기타 외식,8140.0,9,430,1,3,5,5
2985,카페뉴욕치즈케익,제과제빵,13546.0,10,-295,1,3,3,1
2986,맛소우서울칼국수,한식,20540.0,4,329,4,3,0,4
2987,또박꽈배기,분식,5080.0,4,33,5,3,5,2
2988,그집마늘치킨,치킨,2393.0,4,207,4,3,4,4
2989,루이루스,제과제빵,8814.0,11,251,3,3,4,4
2990,오동술,기타 외식,9930.0,9,-269,4,3,5,1
2991,아붕,기타 외식,2860.0,13,-137,1,3,1,1
2992,한끼야끼,일식,18930.0,7,238,4,3,0,4
2993,라붐커피(LABOOM,커피,25965.0,9,228,3,3,4,4
2994,바르미샤브칼국수,기타 외식,3809.0,20,414,2,3,1,5
2995,불땡국수,분식,8068.0,7,-1182,3,3,4,1
2996,에이쓰리바우트커피,커피,7405.0,7,305,2,3,3,4
2997,"지브릭커피(G,BRICK",커피,8655.0,23,49,3,3,2,2
2998,경성고로케,기타 외식,23785.0,11,413,5,3,5,5
2999,보쌈마루,한식,4923.0,12,170,3,3,2,4
3000,설해돈,서양식,15040.0,12,7,5,3,1,2
3001,이동근선산곱창.막창,기타 외식,10320.0,9,340,3,3,3,4
3002,새벽네시반,한식,8580.0,7,17,5,3,3,2
3003,뽕닭,한식,3465.0,19,60,4,3,5,3
3004,군삼겹,한식,7005.0,23,119,3,3,3,3
3005,카페데플뢰르,커피,15170.0,8,202,2,3,1,4
3006,방쿡비어,기타 외식,4535.0,9,-162,1,3,0,1
3007,샤꼬,기타 외식,7172.0,7,23,2,3,0,2
3008,마라홀릭,중식,11860.0,4,82,4,3,4,3
3009,미스터쭝,한식,17891.0,3,27,5,3,3,2
3010,장도뚝배기,한식,6540.0,8,942,3,3,3,5
3011,피자오,피자,9650.0,4,-687,4,3,0,1
3012,익스트림피자,피자,7122.0,11,148,2,3,5,4
3013,한스키친,치킨,12000.0,20,38,3,3,2,2
3014,스푼더마켓,기타 외식,32760.0,10,-522,2,3,1,1
3015,오코노미호,일식,7480.0,11,636,4,3,4,5
3016,맛밥,분식,4985.0,20,-272,1,3,1,1
3017,방콕익스프레스,기타 외국식,9465.0,7,9,1,3,1,2
3018,갈비파티,한식,10205.0,11,37,5,3,2,2
