,brand,category,cost,year,debt_ratio,profit,fairness,growth,stability
3019,김이박부대찌개앤스테이크,기타 외식,7175.0,15,39,4,3,3,2
3020,메고지고,기타 외식,10088.0,6,182,3,3,2,4
3021,클램(CLAM),서양식,22178.0,7,12,1,3,2,2
3022,베나레스,기타 외국식,11410.0,6,139,2,3,4,4
3023,에그마카슈,기타 외식,5780.0,7,1893,2,3,3,5
3024,더오니기리플러스,기타 외식,5140.0,12,65,5,3,4,3
3025,치킨시대,치킨,4643.0,6,-836,1,3,2,1
3026,커피볶는집,커피,13400.0,11,121,3,3,5,3
3027,백정,기타 외식,11898.0,16,58,1,3,2,3
3028,맛잡이해물천지,한식,10980.0,8,20,5,3,2,2
3029,고로케하우스,제과제빵,7100.0,9,338,2,3,1,4
3030,뿅의전설,중식,17830.0,11,1889,2,3,3,5
3031,제주도야지판,한식,25360.0,23,-640,1,3,1,1
3032,낭만사거리,주점,6515.0,9,374,4,3,5,5
3033,후즈티(WHO'S,음료 (커피 외),8107.0,12,186,2,3,4,4
3034,헌터스문,서양식,14310.0,17,91,2,3,3,3
3035,염라떡볶이,분식,4541.0,6,286,2,3,3,4
3036,소프트리(SOFTREE),아이스크림/빙수,10950.0,9,-183,2,3,1,1
3037,벅스리아,패스트푸드,5280.0,13,2330,5,3,4,5
3038,뼈대있는,한식,13964.0,11,108,3,3,2,3
3039,생고기연구소,한식,11885.0,8,9,5,3,2,2
3040,카페홀릭,커피,6350.0,10,-174,1,3,1,1
3041,쟈빠따,제과제빵,9000.0,8,243,3,3,2,4
3042,유치짬뽕,중식,9580.0,6,-6260,3,3,4,1
3043,벙개막창,한식,6680.0,16,37,5,3,2,2
3044,아맛나&연차돈,치킨,1597.0,5,348,5,3,3,5
3045,산내음,한식,9850.0,16,141,3,3,2,4
3046,놀부화덕족발,한식,9396.0,33,647,1,3,2,5
3047,몽뜨레셰프,기타 외식,28540.0,7,-330,1,3,1,1
3048,콩보,한식,8010.0,8,-210,1,3,0,1
3049,이춘식,한식,6750.0,4,121,2,3,4,3
3050,바른식탁,한식,11653.0,7,990,1,3,1,5
3051,그린하노이,기타 외국식,32090.0,11,252,3,3,3,4
3052,카페카와,커피,10290.0,11,-187,1,3,5,1
3053,홍대마녀,분식,8310.0,17,162,1,3,2,4
3054,이여사,분식,6162.0,10,134,3,3,5,3
3055,자박갈비,한식,10310.0,5,699,3,3,2,5
3056,밀알옛장터,한식,3742.0,10,366,3,3,1,5
3057,띤띤,기타 외국식,16725.0,4,-472,1,3,5,1
3058,미쓰고로케,분식,5380.0,9,-289,1,3,0,1
3059,육감,한식,7120.0,3,39,1,3,0,2
3060,스위스렛츠커피,커피,7694.0,24,-336,4,3,1,1
3061,치킨투어237,치킨,7460.0,4,163,4,3,5,4
3062,뉴욕베이글,제과제빵,11280.0,8,83,2,3,0,3
3063,1830피자,피자,6985.0,5,-130,1,3,1,1
3064,닭강정공방,치킨,3885.0,3,49,5,3,0,2
3065,쏘렌토,서양식,19470.0,13,59,3,3,3,3
3066,쇼랜드치킨,치킨,5850.0,11,-137,1,3,5,1
3067,스시덴고쿠,일식,10615.0,5,419,4,3,5,5
3068,헝그리박스,기타 외식,5250.0,6,477,4,3,4,5
3069,요리마시따,주점,14423.0,10,160,4,3,4,4
3070,프로즌브라이드,아이스크림/빙수,9465.0,4,36,1,3,5,2
3071,최한성돈까스,기타 외식,9575.0,10,305,4,3,4,5
3072,이토우야,분식,6800.0,5,-183,4,3,1,1
3073,착한문어,한식,12950.0,9,-235,1,3,0,1
3074,밀크카우,아이스크림/빙수,17270.0,10,-1640,2,3,1,1
3075,해뜰닭,치킨,3230.0,19,82,4,3,2,3
3076,하쿠바야시장,주점,9210.0,6,-1431,1,3,5,1
3077,산해들애불쭈꾸미,한식,30022.0,22,19,2,3,2,2
3078,대손관,분식,15200.0,4,24,5,3,0,2
3079,짝태&노가리,주점,3170.0,9,15,5,3,2,2
3080,팜킷(FARMKIT),기타 외식,7639.0,3,1696,2,3,0,5
3081,그시절옛날통닭,치킨,4457.0,6,7964,3,3,4,5
3082,신촌돈부리모노,기타 외식,9240.0,7,-288,1,3,5,1
3083,곰브라더스,기타 외식,6545.0,8,-121,4,3,3,1
3084,더하고부대찌개,기타 외식,11530.0,9,56,5,3,3,3
3085,방가삼대,한식,8200.0,3,436,3,3,0,5
3086,비랩(B-LAB),주점,7120.0,11,1,1,3,2,2
3087,아오키,일식,24615.0,9,239,3,3,2,4
3088,흑백집,한식,11404.0,13,241,3,3,4,4
3089,민트박스,기타 외식,13430.0,7,2433,2,3,1,5
3090,손큰국밥,한식,9130.0,9,191,2,3,2,4
3091,샤브애샐러드바,한식,30460.0,9,-142,1,3,1,1
3092,꼬독이,한식,11170.0,9,48,4,3,3,2
3093,바로만든족발,한식,5890.0,4,480,3,3,4,5
3094,고속우동,분식,9845.0,29,78,4,3,4,3
3095,미트프레쉬(Meet,기타 외식,17460.0,10,-2133,5,3,5,1
3096,해피레몬플러스,음료 (커피 외),9830.0,9,-155,1,3,1,1
3097,짬뽕타운,중식,7890.0,11,95,5,3,4,3
3098,매운남자,기타 외식,10640.0,5,69,5,3,5,3
3099,말리커피,커피,25420.0,9,-126,1,3,1,1
3100,고기꾼김춘배,기타 외식,9120.0,9,-796,1,3,5,1
3101,백그릇국밥,한식,10455.0,6,53,1,3,3,3
3102,칠구오의집,한식,12455.0,9,247,2,3,0,4
3103,명덕총각족발,기타 외식,10360.0,7,125,5,3,4,3
3104,장암사이,한식,8070.0,9,-149,1,3,1,1
3105,포앤반(PHO&BANH),기타 외국식,6085.0,7,-224,1,3,1,1
3106,아수라떡볶이,분식,4320.0,6,175,4,3,5,4
3107,광역시맥주8220,주점,6625.0,9,2,3,3,2,2
3108,버거비,기타 외국식,4290.0,9,-120,4,3,2,1
3109,착한명태,한식,9060.0,4,124,5,3,5,3
3110,제주설심당,아이스크림/빙수,14500.0,8,5,5,3,3,2
3111,델리앤젤라또,아이스크림/빙수,8913.0,17,225,2,3,1,4
3112,남도연,한식,11486.0,7,156,3,3,4,4
3113,Port',피자,5445.0,15,311,1,3,3,4
3114,미스터카츠,일식,7168.0,6,20,5,3,5,2
3115,달꽃크레페,제과제빵,2980.0,7,-287,1,3,0,1
3116,꾼닭(koondak),치킨,18350.0,12,337,3,3,3,4
3117,셰프앤피자,피자,11610.0,9,40,4,3,1,2
3118,양치는아저씨1929,기타 외식,7340.0,10,461,4,3,5,5
3119,멋진녀석들,한식,13480.0,7,-1516,2,3,4,1
3120,토마틸로,기타 외국식,25435.0,20,-161,5,3,4,1
3121,나이스샤워,일식,8165.0,5,10,5,3,0,2
3122,최정규,한식,7515.0,6,-111,1,3,1,1
3123,라꾸젠,일식,4772.0,11,-109,1,3,0,1
3124,광계토,치킨,7283.0,9,185,1,3,5,4
3125,봉화산,한식,15160.0,7,307,2,3,2,4
3126,모찌모찌브레드,제과제빵,10596.0,5,-392,1,3,1,1
3127,진심커피,커피,4920.0,8,243,4,3,3,4
3128,어만형제,한식,14310.0,9,14,5,3,1,2
3129,조선국수보쌈,한식,6690.0,6,741,2,3,5,5
3130,찰리브라운카페,커피,17139.0,15,-2160,2,3,1,1
3131,강너머남촌숯불닭갈비,한식,7789.0,4,-6777,2,3,5,1
3132,정다함,서양식,9784.0,7,182,4,3,3,4
3133,한스델리쿡,기타 외식,9300.0,20,185,3,3,2,4
3134,열봉찜닭,분식,10895.0,12,-131,1,3,1,1
3135,오마이갓,분식,5160.0,8,223,2,3,5,4
3136,사해방탕수육,중식,6240.0,4,1,5,3,5,2
3137,맛있는교토,기타 외국식,40040.0,11,565,2,3,5,5
3138,꼬기냉면,한식,7980.0,7,80,3,3,2,3
3139,코노피자,피자,10780.0,12,-228,1,3,1,1
3140,갈비에,한식,10640.0,6,85,4,3,1,3
3141,화주부(화덕피자,기타 외식,7670.0,12,231,3,3,1,4
3142,알리바바버거,패스트푸드,11750.0,7,-204,2,3,4,1
3143,SHAKE,패스트푸드,7700.0,12,-328,1,3,1,1
3144,쥬청과,음료 (커피 외),6390.0,23,290,4,3,4,4
3145,홍스쭈꾸미,기타 외식,8000.0,9,44,4,3,2,2
3146,가마솥철마한우곰탕,한식,7790.0,5,-594,2,3,1,1
3147,온리비커피(Only,커피,7615.0,3,-196,1,3,0,1
3148,데쏘,제과제빵,9133.0,28,97,3,3,5,3
3149,강구항,주점,3200.0,7,390,3,3,4,5
3150,반하는보쌈&밥상,기타 외식,14780.0,12,291,3,3,1,4
3151,고소미쌀통닭,치킨,5260.0,12,503,3,3,4,5
3152,노걸대,한식,5198.0,12,179,3,3,1,4
3153,나이쏘이(NAISOI),기타 외국식,15490.0,10,-466,2,3,1,1
3154,키햐아,일식,11900.0,10,17,2,3,2,2
3155,겐돈소바,기타 외식,16950.0,9,-261,2,3,4,1
3156,철판목장,기타 외국식,8352.0,14,-762,1,3,2,1
3157,인생고기집,기타 외식,18265.0,5,-836,1,3,0,1
3158,기막힌뒷고기,한식,7240.0,6,209,3,3,2,4
3159,오르리단팥빵,제과제빵,8100.0,9,5,5,3,0,2
3160,우리동네면반장,분식,5720.0,12,489,3,3,3,5
3161,나주곰탕본가,한식,10303.0,9,-15966,1,3,5,1
3162,통영청정어묵,분식,7050.0,8,-134,1,3,3,1
3163,임채만,기타 외식,7822.0,9,-110,1,3,5,1
3164,포삼팔(PHO38),기타 외국식,4157.0,7,19,2,3,2,2
3165,쿠니바바고로케,분식,4570.0,9,-137,1,3,0,1
3166,더버스스탑,음료 (커피 외),5885.0,10,19,4,3,4,2
3167,통큰후라이,치킨,5524.0,9,82,1,3,4,3
3168,오쭈,기타 외식,9625.0,9,407,2,3,1,5
3169,패대기,기타 외식,11379.0,3,-138,1,3,0,1
3170,벨라빈스커피,커피,22981.0,33,647,1,3,2,5
3171,히메노라멘,일식,7752.0,3,2,3,3,0,2
3172,카페동네,커피,14888.0,7,308,4,3,4,4
3173,고기탐험대,한식,12795.0,5,-104,1,3,0,1
3174,마키아티,기타 외식,10300.0,6,-101,1,3,2,1
3175,추억닭발,치킨,8065.0,10,1339,5,3,3,5
3176,언더2그램고로케(under2gram,제과제빵,5765.0,11,-117,1,3,3,1
3177,가디스,아이스크림/빙수,11495.0,13,-1376,5,3,2,1
3178,무한갈비만세,기타 외식,13840.0,14,282,3,3,3,5
3179,오리본능,한식,3355.0,33,647,1,3,2,5
3180,스노우탑,커피,18000.0,9,39,4,3,0,2
3181,제멜로,아이스크림/빙수,17390.0,17,3,3,3,1,2
3182,만수상회,한식,8530.0,11,5,5,3,4,2
3183,복어잡는사람들,기타 외식,27400.0,11,1,4,3,2,2
3184,사나이창,한식,10221.0,12,-109,1,3,1,1
3185,도너타임,제과제빵,6372.0,10,529,2,3,5,5
3186,유연카레,기타 외국식,6680.0,10,207,1,3,3,4
3187,바비든든,한식,,12,-587,2,3,1,1
3188,밀리그램(MEALIGRAM),기타 외국식,21240.0,9,9,4,3,0,2
3189,곤드레찜드레,한식,5775.0,4,173,5,3,5,4
3190,조이박꽃도새기,한식,9410.0,5,206,4,3,3,4
3191,역전총각맥주,주점,7645.0,16,113,5,3,3,3
3192,김선하의,한식,11090.0,7,110,5,3,3,3
3193,킹콩마더스김밥,분식,12740.0,11,388,2,3,1,5
3194,부바스,커피,29820.0,9,71,1,3,5,3
3195,비어잡꼬,주점,5678.0,9,-174,1,3,0,1
3196,질할브로스,서양식,13980.0,8,1369,3,3,4,5
3197,화덕에꾸운삼겹살,기타 외식,11985.0,21,59,2,3,4,3
3198,페니,커피,10239.0,8,63,1,3,0,3
3199,제임스치즈등갈비,한식,5723.0,9,-1203,2,3,5,1
3200,이불덮밥,한식,6030.0,5,-37208,1,3,1,1
3201,천미리,커피,5574.0,3,18,2,3,0,2
3202,황제해물보쌈,한식,11204.0,8,20,4,3,5,2
3203,욕쟁이할매순대국,한식,5510.0,16,452,2,3,2,5
3204,뉴욕브레드,서양식,19000.0,7,59,2,3,1,3
3205,미스육감,한식,14030.0,9,139,4,3,2,4
3206,날마다꿀갈비,한식,6730.0,11,341,1,3,1,5
3207,육회마을,기타 외식,5203.0,14,18,5,3,2,2
3208,몽뜨레셰프,기타 외식,17780.0,7,-330,1,3,1,1
3209,커피디엔에이로스팅컴퍼니,커피,19645.0,9,41,1,3,1,2
3210,광장갈비,한식,23730.0,7,58,3,3,3,3
3211,라센다,커피,12710.0,12,-241,1,3,1,1
3212,부타(BUTA)웅,주점,7240.0,8,8,5,3,3,2
3213,하루셋(haruset),제과제빵,7460.0,21,63,2,3,2,3
3214,히노쇼군,주점,7988.0,8,106,1,3,0,3
3215,불철주야,기타 외식,2455.0,4,51,5,3,0,2
3216,휴롬주스,음료 (커피 외),22940.0,12,-214,2,3,1,1
3217,미사리스테이크,기타 외식,16941.0,11,33,4,3,2,2
3218,마루양곱창,한식,9065.0,5,880,5,3,3,5
3219,한옥이빵스크림&BIBIZ,제과제빵,13895.0,10,271,2,3,1,4
3220,볶찜,한식,4633.0,3,5,2,3,0,2
3221,포얀,기타 외국식,14635.0,13,-325,3,3,1,1
3222,비라티오,커피,9432.0,9,4297,4,3,2,5
3223,청,중식,25105.0,20,-161,5,3,4,1
3224,화진포메밀막국수,분식,8176.0,16,64,2,3,1,3
3225,어쭈구리꼼장어,기타 외식,8580.0,8,9,5,3,4,2
3226,목연식당,한식,7725.0,7,-191,1,3,3,1
3227,상아김밥,분식,7051.0,3,229,4,3,0,4
3228,족발의제왕,한식,1375.0,3,-752,1,3,0,1
3229,키스더티라미수(kiss,아이스크림/빙수,6237.0,8,318,4,3,5,5
3230,쿠치나디카사(CUCINA,서양식,17650.0,7,-151,1,3,5,1
3231,고고(Gogo)돈가스,일식,7705.0,32,212,3,3,3,4
3232,닥터김밥,분식,7890.0,7,7,2,3,0,2
3233,서병장대김이병,기타 외식,5980.0,6,75,4,3,4,3
3234,스파이스치킨,치킨,6141.0,16,-108,1,3,1,1
3235,스토리런즈,치킨,8275.0,9,1980,3,3,0,5
3236,신묘한닭도리탕&곱도리탕,기타 외식,3500.0,3,7,2,3,0,2
3237,바른생활샌드위치,패스트푸드,3461.0,12,3402,1,3,2,5
3238,장모님상다리,한식,3786.0,25,74,5,3,4,3
3239,임떡,분식,3083.0,3,-183,5,3,0,1
3240,오모리칼국수,분식,8500.0,16,155,3,3,3,4
3241,장호짤라집,기타 외식,5890.0,7,776,4,3,4,5
3242,만고쿠,일식,12238.0,3,1,1,3,0,2
3243,미드타운,서양식,17139.0,16,83,4,3,2,3
3244,피치스토리,피자,3790.0,9,13,5,3,5,2
3245,더,한식,23550.0,12,236,2,3,4,4
3246,명품병천순대,기타 외식,6965.0,13,202,2,3,5,4
3247,밥스테이크,기타 외식,7606.0,6,-316,1,3,3,1
3248,미월당,분식,9550.0,7,304,2,3,4,4
3249,깐담,중식,9930.0,8,-319,5,3,4,1
3250,한근반근,한식,7560.0,6,11,5,3,0,2
3251,안녕숯불,한식,8585.0,7,306,3,3,5,5
3252,셰프의,한식,6591.0,12,-153,1,3,1,1
3253,파샤카페,커피,11803.0,9,364,3,3,4,5
3254,리틀파스타,서양식,13390.0,12,309,3,3,2,5
3255,바나나테이블,기타 외국식,14690.0,8,293,3,3,3,4
3256,김모락,분식,4545.0,8,141,2,3,3,4
3257,와우리장작구이,한식,31494.0,18,-5114,2,3,2,1
3258,황칠가,기타 외식,5582.0,13,17,2,3,2,2
3259,봉봉막창,기타 외식,8207.0,8,352,4,3,5,5
3260,빨간모자피자,피자,7595.0,12,57,1,3,3,3
3261,콰이찬,중식,22160.0,3,73,5,3,5,3
3262,브라이트스타,한식,12422.0,3,297,4,3,0,4
3263,백정돈공장,한식,9680.0,9,99,5,3,4,3
3264,오이씨통치킨,기타 외식,8350.0,12,94,5,3,3,3
3265,지노스빤쩨로띠,서양식,3800.0,8,317,2,3,0,5
3266,퓨블리,음료 (커피 외),5725.0,8,45,1,3,0,2
3267,불고집불족발,한식,6570.0,11,506,3,3,2,5
3268,세가프레도,커피,12240.0,8,-144,2,3,2,1
3269,곽만근갈비탕이야기,한식,16404.0,9,620,4,3,3,5
3270,연어세상,일식,10450.0,8,26,4,3,0,2
3271,제퍼빈스(Zephyr,커피,6990.0,3,22,2,3,0,2
3272,옥소반,한식,13153.0,3,167,5,3,0,4
3273,족도리,한식,6104.0,3,15,5,3,0,2
3274,명동칼국수,기타 외식,11720.0,15,56,4,3,2,3
3275,또봉이통닭&핫독,치킨,3576.0,8,23,5,3,4,2
3276,찜수성찬,한식,19546.0,8,56,3,3,3,3
3277,갈비박스,한식,16950.0,7,85,5,3,2,3
3278,오매족,기타 외식,11430.0,11,-353,1,3,1,1
3279,비빔가,한식,6625.0,11,200,3,3,2,4
3280,핑크빛청춘들,주점,6435.0,3,406,5,3,2,5
3281,조개夜(조개야),한식,5766.0,10,159,5,3,2,4
3282,G글G글오돌구이,한식,75065.0,12,-611,1,3,1,1
3283,박주억,한식,24990.0,5,-1125,1,3,4,1
3284,유후,제과제빵,19541.0,8,2260,3,3,2,5
3285,명랑회관,한식,12845.0,8,309,3,3,4,4
3286,정한뿌리죽,한식,5648.0,3,30,4,3,0,2
3287,앤레커피,커피,8244.0,7,-601,1,3,0,1
3288,박주억,한식,24990.0,5,-1125,1,3,4,1
3289,글로리아진스커피,커피,22120.0,28,-134,1,3,3,1
3290,아노참치&스시,일식,4820.0,16,439,4,3,3,5
3291,고기굽는방앗간,한식,10115.0,11,133,3,3,4,3
3292,버스컵,분식,3339.0,8,2214,1,3,2,5
3293,문어부인삼교비,한식,11300.0,6,426,1,3,1,5
3294,닭요리전문점시골촌,한식,8800.0,11,-274,1,3,1,1
3295,오이시라멘,일식,7329.0,15,2,5,3,2,2
3296,오반장,기타 외식,13170.0,13,238,4,3,3,4
3297,함바그또아부라소바,일식,12325.0,10,142,1,3,5,4
3298,힘난다버거,패스트푸드,9977.0,7,481,2,3,4,5
3299,삼청동샤브,한식,10890.0,3,-156,1,3,0,1
3300,2015청춘초밥,일식,9068.0,6,66,4,3,0,3
3301,치킨중앙상회,치킨,1595.0,4,-1521,4,3,4,1
3302,썸타는,주점,8715.0,17,820,4,3,1,5
3303,뼈해장국&사골부대찌개(뼈사부),한식,4550.0,5,2248,2,3,4,5
3304,오한수우육면가,중식,10510.0,13,14,5,3,5,2
3305,브이떡볶이126,분식,5975.0,15,976,3,3,3,5
3306,더몰트하우스,서양식,18975.0,3,471,4,3,0,5
3307,계탄집,한식,7657.0,7,329,2,3,2,5
3308,79황금소,기타 외식,11080.0,9,82,4,3,1,3
3309,삼육공,기타 외식,8310.0,10,461,4,3,5,5
3310,할로떡볶이,분식,6005.0,8,-685,1,3,0,1
3311,내림손삼계탕,한식,10320.0,13,3,2,3,1,2
3312,카리,기타 외국식,27010.0,11,18,4,3,4,2
3313,나나케이크,제과제빵,8385.0,7,80,4,3,4,3
3314,아메리칸피자,피자,6723.0,4,-239,1,3,0,1
3315,장스치킨,치킨,4765.0,9,-114,1,3,2,1
3316,일방통행,분식,9485.0,8,10,5,3,4,2
3317,하랑은상자초밥&모밀,기타 외식,8605.0,8,-401,4,3,4,1
3318,장인미역,한식,9955.0,3,17323,2,3,0,5
3319,도시수산시장,한식,15156.0,8,1472,1,3,2,5
3320,남기남,한식,8835.0,3,4,5,3,0,2
3321,대통삼,한식,9550.0,7,177,5,3,5,4
3322,순돌이네연탄집,주점,6765.0,16,122,4,3,2,3
3323,단지,한식,3751.0,16,297,4,3,4,4
3324,크레이지떡,분식,6590.0,17,-163,1,3,1,1
3325,호아센,기타 외국식,14470.0,21,3,2,3,1,2
3326,바른사나이뚝배기,한식,7800.0,6,-412,1,3,1,1
3327,진시앙,중식,20540.0,4,329,4,3,0,4
3328,배달킹안춘배,기타 외식,4950.0,10,18,2,3,1,2
3329,면장수,한식,11200.0,3,134,3,3,0,3
3330,임애리,한식,9025.0,8,4,1,3,4,2
3331,술이야바이바이브(술이야,주점,27193.0,4,-308,1,3,2,1
3332,하루덕,한식,27510.0,11,53,2,3,1,3
3333,베베로꽈배기,제과제빵,5170.0,9,150,2,3,1,4
3334,하영멘도롱,한식,12650.0,19,-337,3,3,3,1
3335,오마이양대창,한식,11060.0,14,53,3,3,3,3
3336,한잔하자,주점,11180.0,14,625,4,3,2,5
3337,한끼로,한식,4533.0,5,202,4,3,5,4
3338,브이떡볶이126,분식,5865.0,14,7,5,3,2,2
3339,배가족발,한식,10440.0,21,2,1,3,1,2
3340,국산특허마늘곱창막창,한식,4479.0,18,1,5,3,1,2
3341,게수작,한식,11440.0,8,151,4,3,5,4
3342,치킨커플,치킨,9770.0,8,-76,2,3,5,1
3343,태산부대찌개,한식,8340.0,6,5,5,3,5,2
3344,한끼야끼,한식,18930.0,8,167,2,3,3,4
3345,범벅치킨,치킨,6470.0,5,172,3,3,1,4
3346,맨날국수,한식,8780.0,13,1184,2,3,1,5
3347,큰가마솥할매순대국&양선지해장국,한식,6930.0,13,121,3,3,3,3
3348,프로메사,서양식,16483.0,12,338,3,3,3,5
3349,논현삼계탕,한식,7955.0,3,32,2,3,0,2
3350,순수시대,기타 외식,10135.0,8,238,4,3,5,4
3351,꼴닭,치킨,5929.0,12,402,3,3,1,5
3352,청담동미스홍켄터키하우스,치킨,13060.0,12,12,3,3,1,2
3353,사백집,한식,9850.0,9,180,4,3,5,4
3354,고우,주점,7481.0,10,94,2,3,2,3
3355,엉터리,한식,20580.0,12,28,3,3,2,2
3356,묵소,한식,18690.0,6,4026,5,3,1,5
3357,첨단한우국밥,한식,13315.0,7,233,4,3,4,4
3358,팔당육칼동동국수,한식,13510.0,7,105,3,3,2,3
3359,꿀딱,치킨,3677.0,11,450,3,3,4,5
3360,청춘닭꼬치,치킨,4182.0,6,-181,1,3,0,1
3361,쭈꾸미시스터즈,한식,10150.0,12,49,3,3,2,2
3362,심쿵다방,커피,6326.0,7,0,4,3,0,1
3363,아지양,기타 외식,9680.0,6,66,4,3,5,3
3364,강길도낙지마을,한식,15160.0,10,60,3,3,2,3
3365,최달포,한식,14489.0,12,82,3,3,3,3
3366,한냐마켓또,일식,22095.0,10,3309,3,3,1,5
3367,북깐,한식,13575.0,11,-114,1,3,1,1
3368,광부맥주,기타 외식,11520.0,8,138,1,3,3,3
3369,치킨런,치킨,3980.0,11,19,2,3,3,2
3370,아필코(APILCO),커피,23600.0,6,42,3,3,2,2
3371,만추,중식,18449.0,4,187,5,3,0,4
3372,천수통닭,치킨,10664.0,9,385,4,3,5,5
3373,달&달치킨,치킨,9110.0,13,-351,5,3,2,1
3374,팬스테이크키친,서양식,16780.0,6,74,5,3,4,3
3375,돈불식당,한식,6645.0,13,14,5,3,2,2
3376,꽃남연어집,일식,8800.0,8,56,4,3,2,2
3377,바다짬뽕,중식,11025.0,8,-473,1,3,0,1
3378,조조스커피클럽,커피,16255.0,10,-2126,1,3,1,1
3379,모두국밥,한식,8030.0,8,70,5,3,5,3
3380,갈비명가,한식,12782.0,6,508,2,3,1,5
3381,커핀플,기타 외식,7265.0,11,231,3,3,1,4
3382,치풍당당,치킨,4070.0,4,225,1,3,0,4
3383,비에프씨치킨(B.F.C치킨),치킨,2530.0,23,51,5,3,3,2
3384,오너찹쌀통닭,치킨,6100.0,10,-207,1,3,1,1
3385,락개그포차,주점,8890.0,11,-839,2,3,5,1
3386,핫또그,기타 외식,4048.0,8,-735,3,3,5,1
3387,타도삼겹,한식,11230.0,4,39,1,3,0,2
3388,야차이,주점,7956.0,8,-2461,4,3,5,1
3389,재성밀면,한식,8935.0,2,230,2,3,0,4
3390,베이리프커피(BAYLEEF,커피,14690.0,7,109,3,3,2,3
3391,선육후면,한식,9595.0,8,374,2,3,3,5
3392,천하제면소,분식,6194.0,12,2105,3,3,3,5
3393,뺵다방베이커리,제과제빵,24434.0,29,78,4,3,4,3
3394,길성이치킨,치킨,19812.0,18,175,2,3,2,4
3395,국제갈비,한식,12990.0,8,-188,1,3,4,1
3396,일일치킨(11CHICKEN),치킨,9360.0,4,3,4,3,0,2
3397,순수국밥,한식,7100.0,11,117,3,3,4,3
3398,덕소숯불고기,한식,16600.0,15,563,3,3,3,5
3399,양산도,한식,9170.0,4,30,3,3,5,2
3400,통뼈감자탕,한식,10915.0,14,239,3,3,4,4
3401,미향해장국,기타 외식,7650.0,11,3,5,3,4,2
3402,홍미단,분식,8715.0,4,-282,1,3,5,1
3403,바른빵집정제과,제과제빵,11982.0,12,1190,2,3,1,5
3404,남한강매운탕,한식,6172.0,9,55,5,3,4,3
3405,치폴레옹,기타 외식,5350.0,6,-266,2,3,1,1
3406,핫도그브라더스,패스트푸드,5580.0,7,1012,1,3,2,5
3407,수페부엌,서양식,13345.0,7,-506,1,3,3,1
3408,카페프런치,커피,7765.0,10,515,3,3,1,5
3409,맨하탄슈퍼(MANHATTAN,주점,6985.0,8,3794,2,3,1,5
3410,함스갈비집,기타 외식,12080.0,9,-382,2,3,4,1
3411,DELIGHT6(딜라잇식스),커피,6660.0,7,-163,1,3,2,1
3412,구석탱이,기타 외식,12150.0,8,-220,1,3,1,1
3413,루이스버거,패스트푸드,10010.0,12,124,3,3,4,3
3414,라팡(RAPANG),제과제빵,26750.0,8,-960,1,3,1,1
3415,연운당,커피,8186.0,6,10,5,3,4,2
3416,씨앗호떡,분식,5465.0,13,225,5,3,3,4
3417,비커피(BEE,커피,7977.0,4,-195,1,3,5,1
3418,강남콩,한식,6990.0,8,94,1,3,2,3
3419,이따르뜨,제과제빵,6860.0,11,-168,1,3,4,1
3420,삼미대포,기타 외식,6207.0,8,309,3,3,4,4
3421,루시카토캔디,기타 외식,4790.0,15,2212,1,3,2,5
3422,부야스곱창,한식,3166.0,11,57,3,3,1,3
3423,카카듀,커피,8596.0,11,55,3,3,2,2
3424,미스터탄둘,기타 외식,14259.0,9,484,4,3,4,5
3425,테이스트오브비엣,기타 외식,6400.0,5,-281,1,3,1,1
3426,맥썸,주점,7260.0,10,394,1,3,4,5
3427,칠백집,한식,8200.0,9,180,4,3,5,4
3428,장미빛찜닭,기타 외식,13920.0,8,89,5,3,2,3
3429,베비바나나,주점,9020.0,10,14,3,3,1,2
3430,봉대박파스타&찜닭,기타 외식,14160.0,10,-210,4,3,2,1
3431,아경면선,기타 외국식,5767.0,10,181,2,3,2,4
3432,로드샌드위치(LORD,분식,17390.0,16,7,1,3,3,2
3433,포샤인,기타 외국식,15515.0,11,15,1,3,4,2
3434,손가화덕,기타 외식,7670.0,8,-143,1,3,5,1
3435,포차매니아,주점,7030.0,16,196,2,3,2,4
3436,보통날,기타 외식,8695.0,8,2098,1,3,5,5
3437,순탄고기,한식,10665.0,7,420,1,3,2,5
3438,팬아시아(Pan,기타 외식,26297.0,7,191,4,3,4,4
3439,탕떡,분식,3763.0,9,569,1,3,5,5
3440,더조은갈비,한식,7920.0,4,50,4,3,4,2
3441,DOGHOUSESNACK(개집분식),분식,5600.0,8,-292,1,3,5,1
3442,삼시네끼,한식,7132.0,5,1,4,3,3,2
3443,육백더,한식,10167.0,3,4182,2,3,0,5
3444,레스까르고,제과제빵,2700.0,9,133,2,3,0,3
3445,데어리퀸(Dairy,패스트푸드,51964.0,3,775,2,3,0,5
3446,가제트,기타 외식,3445.0,3,1,4,3,0,2
3447,디디에스고프,기타 외식,6825.0,12,-259,5,3,2,1
